,Bahan
1289,"['garpu', 'madu', 'sirup', 'tepung terigu', 'karamel', 'butter', 'telur', 'kuning', 'mapel', 'susu', 'putih', 'pisang', 'margarin', 'serbaguna', 'baking powder']"
1290,"['tepung terigu', 'baking soda', 'bubuk', 'action', 'kayu manis', 'susu', 'pisang', 'serbaguna', 'baking powder']"
1291,"['pasta', 'tepung terigu', 'telur', 'pandan', 'sp', 'emulsifier', 'susu', 'tbm']"
1292,"['sayur', 'tepung terigu', 'soda kue', 'daun pandan', 'kuning telur', 'merah', 'baking powder']"
1293,"['bubuk', 'plain', 'susu']"
1294,"['merah', 'kelapa', 'tepung beras']"
1295,"['sirup', 'alpukat', 'susu kental manis', 'bubuk', 'nata de coco', 'jagung', 'kolang kaling', 'melon', 'kaleng', 'warna', 'cocopandan', 'merah', 'manis', 'batu']"
1296,"['cabai rawit merah', 'daun kunyit', 'cabai merah keriting', 'daun jeruk', 'lengkuas', 'ikan kembung', 'santan', 'jahe', 'asam kandis', 'bawang putih', 'bawang merah', 'serai', 'kental']"
1297,"['motif', 'susu kental manis', 'telur', 'marble', 'whipping cream', 'masak', 'coklat bubuk', 'cokelat', 'margarin', 'emulsifier']"
1298,"['ikan tongkol', 'merica', 'daun jeruk', 'lengkuas', 'daun salam', 'kecap', 'jeruk nipis', 'tomat', 'serai', 'merah', 'saus tomat']"
1299,"['bubuk kari', 'ayam', 'kayu manis', 'bunga lawang', 'cengkeh', 'daun kari', 'kaldu bubuk', 'bawang merah', 'bawang putih', 'kentang', 'kapulaga']"
1300,"['tepung maizena', 'pasta coklat', 'tepung terigu', 'telur', 'butter', 'kuning telur', 'pan', 'coklat bubuk', 'margarin', 'serbaguna', 'susu']"
1301,"['tepung roti', 'hela', 'bawang', 'kornet', 'sapi', 'telur', 'seledri']"
1302,"['daun kunyit', 'kapulaga', 'kelapa', 'hela', 'pala', 'daun jeruk', 'daun salam', 'kecoklatan', 'kayu manis', 'santan', 'bunga lawang', 'cengkeh', 'bawang merah', 'serai', 'lemak', 'daging giling']"
1303,"['lada bubuk', 'kelapa', 'telur', 'cabai merah', 'daun bawang', 'bawang putih', 'bawang merah', 'tepung beras']"
1304,"['telur ayam', 'lada bubuk', 'telur puyuh', 'biji', 'makaroni', 'cabai merah', 'margarin']"
1305,"['telur ayam', 'sedap', 'jamur', 'kecap', 'telur puyuh', 'merica bubuk', 'saos', 'kecap manis', 'tomat', 'baby potato', 'bawang bombay', 'bawang putih', 'giling', 'daging sapi']"
1306,"['muda', 'mengkal', 'lemon cui', 'lemon cui', 'mangga', 'nanas']"
1307,"['sedap', 'saus tiram', 'kecap asin', 'daun bawang', 'kulit lumpia', 'bawang putih', 'wortel', 'buncis']"
1308,"['bubuk', 'mangga', 'susu bubuk', 'plain']"
1309,"['tepung maizena', 'vanili', 'labu', 'bubuk', 'telur', 'parang', 'daun pandan', 'santan', 'kental']"
1310,"['tepung terigu', 'hela', 'daun bawang', 'kaldu ayam bubuk', 'tepung tapioka', 'bawang putih']"
1311,"['cabai rawit merah', 'serai', 'ikan bandeng', 'daun jeruk', 'asam jawa', 'lengkuas', 'daun salam', 'jeruk nipis', 'palem', 'jahe', 'kaldu ayam bubuk', 'tomat', 'bawang putih', 'bawang merah', 'merah']"
1312,"['cabai merah', 'lemon cui', 'lemon cui']"
1313,"['jahe', 'daun pandan', 'daun cincau', 'santan']"
1314,"['telur ayam', 'cabai merah', 'daun bawang', 'tahu kuning', 'kaldu ayam bubuk', 'bawang merah']"
1315,"['lemon', 'kelapa', 'daging sapi', 'kelapa muda', 'batu']"
1316,"['telur ayam', 'bayam', 'sosis', 'tepung terigu', 'kaldu ayam', 'bayam', 'dada ayam', 'telur', 'gulung', 'mie', 'kaldu ayam bubuk', 'tepung tapioka', 'sari']"
1317,"['kacang hijau', 'ketan hitam', 'daun pandan', 'kayu manis', 'santan', 'kental', 'tepung beras']"
1318,"['serai', 'daun salam', 'santan', 'jahe', 'kunyit', 'putih', 'jinten', 'bawang putih', 'bawang merah', 'daun katuk', 'ketumbar']"
1319,"['wijen', 'saus tiram', 'merica bubuk', 'kecap manis', 'jahe', 'beras', 'ayam', 'bawang putih']"
1320,"['ayam', 'daun jeruk', 'daun salam', 'santan', 'jahe', 'kemiri', 'kunyit', 'bawang putih', 'bawang merah', 'serai', 'kental']"
1321,"['vanili', 'tepung terigu', 'telur', 'daun pandan', 'suji', 'santan', 'daun', 'ekstrak', 'tepung beras']"
1322,"['naga', 'nanas', 'melon', 'pepaya']"
1323,"['daun jeruk', 'lengkuas', 'daun salam', 'cabai rawit', 'cabai merah', 'jinten', 'bawang putih', 'bawang merah', 'serai', 'jawa', 'ketumbar', 'daging sapi']"
1324,"['mentega', 'tepung maizena', 'tepung terigu', 'saus tiram', 'susu bubuk', 'kecap manis', 'putih', 'ayam', 'bawang putih']"
1325,"['saus tiram', 'daun salam', 'cabai merah', 'jamur kancing', 'tomat', 'brokoli', 'bawang putih', 'putih', 'lengkuas', 'margarin']"
1326,"['sunpride', 'mentega', 'keju', 'barang', 'telur', 'pisang ambon', 'kuning telur', 'sp', 'susu']"
1327,"['pala bubuk', 'daging kambing', 'kayu manis', 'merica bubuk', 'cengkeh', 'beras', 'samin', 'jintan', 'bawang putih', 'bawang merah', 'serai', 'kapulaga', 'ketumbar']"
1328,"['mentega', 'tepung maizena', 'tepung terigu', 'vanilla', 'telur', 'naga', 'kuning telur', 'margarin', 'ekstrak', 'susu']"
1329,"['jamur shitake', 'timun jepang', 'bayam', 'dangmyeon', 'wijen', 'lada', 'soun', 'kecap asin', 'dadar', 'kecap manis', 'daun bawang', 'timun', 'jepang', 'kuning telur', 'bawang putih', 'bawang bombay', 'wortel', 'kaldu bubuk']"
1330,"['bawang bombay', 'lada bubuk', 'dada ayam', 'jamur kancing', 'daun bawang', 'jahe', 'putih', 'brokoli', 'kacang polong', 'bawang putih']"
1331,"['telur', 'saus tomat', 'cabai merah', 'kecap manis', 'daun bawang', 'cabai', 'bawang putih', 'bawang bombay', 'wortel', 'kepiting', 'margarin', 'saus']"
1332,"['tauge', 'saus tiram', 'cabai rawit', 'tomat', 'bawang putih', 'bawang merah', 'merah']"
1333,"['kopi', 'krimer kental manis', 'white', 'swallow', 'kuning telur', 'biskuit marie regal', 'argar']"
1334,"['bubuk kari', 'wijen', 'bubuk', 'jagung', 'cabai merah', 'palem', 'daun bawang', 'kecap manis', 'tepung tapioka', 'bawang putih', 'paprika', 'tepung', 'tepung beras']"
1335,"['lada bubuk', 'tepung maizena', 'saus tiram', 'daging sapi', 'hela', 'paprika merah', 'kecap manis', 'kecap inggris', 'daun bawang', 'bawang putih', 'bawang bombay', 'kentang', 'saus tomat']"
1336,"['coklat putih', 'telur', 'masak', 'palem', 'meises', 'kulit lumpia', 'rekat', 'cokelat']"
1337,"['tepung maizena', 'tepung terigu', 'telur', 'pisang lilin', 'vanilli']"
1338,"['sirup', 'jeruk nipis', 'melon', 'timun', 'batu']"
1339,"['tepung ketan putih', 'daun pandan', 'santan', 'merah', 'tepung beras']"
1340,"['tepung ketan', 'kelapa', 'tepung ketan putih', 'hitam']"
1341,"['daun jeruk', 'santan', 'kemiri', 'tepung tapioka', 'bawang putih', 'teri medan', 'kencur', 'ketumbar', 'tepung beras']"
1342,"['lada', 'tepung maizena', 'kecap manis', 'jahe', 'daun bawang', 'hitam', 'bawang putih', 'bawang bombay', 'kepiting', 'giling']"
1343,"['lada bubuk', 'daging sapi', 'buntut', 'bawang putih bubuk', 'kepala', 'kaldu ayam bubuk', 'udang', 'kulit', 'ikan tenggiri', 'sagu', 'cumi']"
1344,"['bawang merah', 'lada', 'tepung terigu', 'telur bebek', 'cabai rawit', 'daun bawang', 'timun', 'ayam', 'cuka', 'bawang putih', 'bawang bombay', 'wortel', 'merah']"
1345,"['ketumbar bubuk', 'tepung terigu', 'margarine', 'telur', 'tepung tapioka', 'daun bawang', 'kaldu ayam bubuk', 'bawang putih', 'bawang merah']"
1346,"['daun kunyit', 'kaki', 'kelapa', 'cabai merah keriting', 'tunjang', 'santan', 'cabai rawit', 'kemiri', 'kikil sapi', 'asam kandis', 'bawang putih', 'bawang merah', 'serai', 'kental']"
1347,"['mentega', 'tepung terigu', 'susu kental manis', 'bubuk', 'telur', 'mocca', 'vanila', 'warna', 'sp', 'putih', 'essense', 'tepung', 'cokelat', 'margarin', 'baking powder']"
1348,"['vanili', 'tepung terigu', 'telur', 'sp', 'margarin', 'baking powder']"
1349,"['kelapa', 'daun salam', 'cabai merah', 'jahe', 'asam', 'bawang putih', 'bawang merah', 'kaldu sapi', 'ketumbar', 'daging sapi']"
1350,"['mentega', 'vanili', 'tepung terigu', 'ragi', 'bubuk', 'telur', 'susu full cream', 'baking powder']"
1351,"['keju cheddar', 'tepung terigu', 'butter', 'susu bubuk', 'keju edam', 'kuning telur', 'nanas', 'susu']"
1352,"['lada', 'alpukat', 'daun ketumbar', 'tomat', 'bawang bombay']"
